<BEGIN>
Bus/Hour;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;
Bus1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
Bus2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
Bus3;7.74329;7.43893;7.23613;7.11638;7.19278;7.34162;7.75845;8.0625;8.23833;8.43507;8.3611;8.40021;8.13374;8.06432;8.02946;8.16194;8.85857;9.68495;9.44789;9.60674;9.59128;9.14838;8.66941;8.09494;7.70358;7.41589;7.08273;7.1761;7.25068;7.70873;8.24773;8.56997;8.82613;9.20507;9.24993;9.11261;
Bus4;22.36951;21.49024;20.90436;20.55844;20.77913;21.20913;22.41329;23.29168;23.79962;24.36799;24.1543;24.26728;23.49748;23.29693;23.19622;23.57893;25.59142;27.97874;27.2939;27.7528;27.70813;26.42865;25.04495;23.38539;22.25478;21.42369;20.46123;20.73096;20.9464;22.26967;23.82677;24.7577;25.49772;26.59242;26.72203;26.32531;
Bus5;7.28002;6.99387;6.80319;6.69062;6.76244;6.90238;7.29427;7.58013;7.74544;7.93041;7.86087;7.89763;7.64711;7.58184;7.54907;7.67362;8.32857;9.10551;8.88263;9.03197;9.01744;8.60104;8.15072;7.61063;7.24268;6.97221;6.65898;6.74676;6.81688;7.24753;7.75427;8.05724;8.29807;8.65434;8.69652;8.56741;
Bus6;8.60366;8.26548;8.04014;7.90709;7.99197;8.15736;8.6205;8.95834;9.1537;9.3723;9.29012;9.33357;9.03749;8.96036;8.92162;9.06882;9.84285;10.76105;10.49765;10.67415;10.65697;10.16486;9.63267;8.99438;8.55953;8.23988;7.8697;7.97345;8.05631;8.56526;9.16414;9.52219;9.80681;10.22785;10.2777;10.12512;
Bus7;0.66182;0.63581;0.61847;0.60824;0.61477;0.62749;0.66312;0.6891;0.70413;0.72095;0.71462;0.71797;0.69519;0.68926;0.68628;0.6976;0.75714;0.82777;0.80751;0.82109;0.81977;0.78191;0.74097;0.69188;0.65843;0.63384;0.60536;0.61334;0.61972;0.65887;0.70493;0.73248;0.75437;0.78676;0.79059;0.77886;
Bus8;0.26473;0.25432;0.24739;0.2433;0.24591;0.251;0.26525;0.27564;0.28165;0.28838;0.28585;0.28719;0.27808;0.2757;0.27451;0.27904;0.30286;0.33111;0.323;0.32844;0.32791;0.31277;0.29639;0.27675;0.26337;0.25353;0.24214;0.24534;0.24789;0.26355;0.28197;0.29299;0.30175;0.3147;0.31624;0.31154;
Bus9;11.18475;10.74512;10.45218;10.27922;10.38956;10.60456;11.20665;11.64584;11.89981;12.18399;12.07715;12.13364;11.74874;11.64847;11.59811;11.78946;12.79571;13.98937;13.64695;13.8764;13.85407;13.21432;12.52247;11.69269;11.12739;10.71184;10.23061;10.36548;10.4732;11.13483;11.91338;12.37885;12.74886;13.29621;13.36101;13.16265;
Bus10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
Bus11;13.23639;12.71612;12.36944;12.16476;12.29534;12.54978;13.2623;13.78206;14.08262;14.41893;14.29249;14.35933;13.90384;13.78517;13.72558;13.95203;15.14285;16.55547;16.15024;16.42177;16.39534;15.63825;14.8195;13.83751;13.16851;12.67674;12.10724;12.26684;12.39432;13.17732;14.09868;14.64953;15.08741;15.73516;15.81185;15.57711;
Bus12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
Bus13;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
Bus14;24.48733;23.52482;22.88347;22.5048;22.74638;23.21709;24.53526;25.49681;26.05284;26.67502;26.4411;26.56477;25.7221;25.50256;25.39231;25.81125;28.01428;30.62762;29.87794;30.38028;30.33139;28.93077;27.41607;25.59939;24.36174;23.45197;22.39839;22.69366;22.92949;24.37804;26.08256;27.10162;27.9117;29.11004;29.25192;28.81765;
Bus15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
Bus16;6.81674;6.5488;6.37026;6.26485;6.3321;6.46314;6.83009;7.09776;7.25255;7.42575;7.36063;7.39506;7.16048;7.09936;7.06867;7.1853;7.79857;8.52607;8.31737;8.45721;8.4436;8.0537;7.63204;7.12632;6.78178;6.52852;6.23523;6.31742;6.38307;6.78632;7.26082;7.54451;7.77001;8.10361;8.1431;8.02221;
Bus17;7.41238;7.12103;6.92689;6.81226;6.88539;7.02788;7.42689;7.71795;7.88626;8.0746;8.00379;8.04123;7.78615;7.71969;7.68632;7.81314;8.48;9.27106;9.04413;9.19619;9.18139;8.75742;8.29892;7.749;7.37437;7.09897;6.78005;6.86943;6.94082;7.3793;7.89526;8.20374;8.44895;8.81169;8.85464;8.72318;
