<BEGIN>
Bus/Hour;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;
Bus1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
Bus2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
Bus3;6.97533;6.70115;6.51846;6.41059;6.47941;6.61349;6.98898;7.26288;7.42127;7.5985;7.53187;7.5671;7.32706;7.26452;7.23312;7.35245;7.98;8.72442;8.51087;8.65396;8.64003;8.24106;7.80959;7.2921;6.93955;6.6804;6.38028;6.46439;6.53157;6.9442;7.42974;7.72002;7.95078;8.29213;8.33254;8.20884;
Bus4;26.19741;25.16769;24.48155;24.07643;24.33489;24.83847;26.24869;27.27739;27.87225;28.53788;28.28763;28.41993;27.51841;27.28355;27.1656;27.61379;29.97067;32.76651;31.96448;32.5019;32.44959;30.95116;29.33068;27.38713;26.06306;25.08974;23.96259;24.27848;24.53078;26.08049;27.90405;28.99428;29.86093;31.14295;31.29475;30.83014;
Bus5;5.85715;5.62692;5.47352;5.38294;5.44073;5.55332;5.86861;6.0986;6.2316;6.38042;6.32447;6.35405;6.15249;6.09998;6.07361;6.17382;6.70076;7.32585;7.14653;7.26668;7.25499;6.91998;6.55767;6.12314;5.82711;5.6095;5.35749;5.42812;5.48452;5.831;6.23871;6.48246;6.67622;6.96286;6.99679;6.89292;
Bus6;6.92208;6.65;6.4687;6.36166;6.42995;6.56301;6.93563;7.20744;7.36462;7.5405;7.47437;7.50933;7.27113;7.20907;7.1779;7.29633;7.91908;8.65782;8.4459;8.5879;8.57408;8.17815;7.74998;7.23644;6.88658;6.6294;6.33158;6.41505;6.48171;6.89119;7.37302;7.66109;7.89008;8.22883;8.26894;8.14618;
Bus7;0.63896;0.61385;0.59711;0.58723;0.59353;0.60582;0.64021;0.6653;0.67981;0.69605;0.68994;0.69317;0.67118;0.66545;0.66258;0.67351;0.73099;0.79918;0.77962;0.79273;0.79145;0.75491;0.71538;0.66798;0.63568;0.61194;0.58445;0.59216;0.59831;0.63611;0.68059;0.70718;0.72832;0.75958;0.76329;0.75195;
Bus8;13.09871;12.58385;12.24078;12.03822;12.16744;12.41923;13.12435;13.6387;13.93613;14.26894;14.14381;14.20997;13.75921;13.64177;13.5828;13.8069;14.98533;16.38326;15.98224;16.25095;16.2248;15.47558;14.66534;13.69357;13.03153;12.54487;11.98129;12.13924;12.26539;13.04025;13.95202;14.49714;14.93046;15.57148;15.64737;15.41507;
Bus9;7.93377;7.62192;7.41413;7.29144;7.36971;7.52222;7.9493;8.26084;8.44099;8.64257;8.56678;8.60685;8.33383;8.2627;8.22698;8.36271;9.07648;9.92319;9.6803;9.84306;9.82721;9.37342;8.88267;8.29407;7.89308;7.59832;7.25696;7.35263;7.42904;7.89836;8.45062;8.78079;9.04325;9.4315;9.47747;9.33677;
Bus10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
Bus11;16.34676;15.70423;15.27609;15.0233;15.18457;15.4988;16.37876;17.02065;17.39183;17.80717;17.65102;17.73358;17.17104;17.02449;16.95089;17.23056;18.70121;20.44577;19.94531;20.28066;20.24802;19.31302;18.30187;17.08913;16.26292;15.65559;14.95226;15.14938;15.30681;16.2738;17.41167;18.09196;18.63273;19.4327;19.52741;19.23751;
Bus12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
Bus13;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
Bus14;28.06105;26.95808;26.22312;25.78919;26.06603;26.60543;28.11598;29.21786;29.85503;30.56801;30.29996;30.44168;29.47602;29.22445;29.09811;29.57819;32.10273;35.09746;34.23837;34.81403;34.758;33.15297;31.41722;29.3354;27.91714;26.87458;25.66724;26.00561;26.27586;27.93581;29.88909;31.05688;31.98518;33.35841;33.521;33.02334;
Bus15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
Bus16;6.65585;6.39423;6.21991;6.11698;6.18264;6.31059;6.66888;6.93023;7.08136;7.25048;7.1869;7.22051;6.99147;6.9318;6.90183;7.0157;7.6145;8.32482;8.12106;8.2576;8.24431;7.86361;7.4519;6.95811;6.62171;6.37443;6.08806;6.16831;6.23241;6.62614;7.08944;7.36643;7.58662;7.91234;7.9509;7.83286;
Bus17;5.8039;5.57577;5.42376;5.33401;5.39127;5.50283;5.81526;6.04316;6.17495;6.32242;6.26697;6.29629;6.09656;6.04453;6.01839;6.11769;6.63984;7.25925;7.08156;7.20062;7.18904;6.85707;6.49806;6.06747;5.77413;5.5585;5.30878;5.37877;5.43466;5.778;6.18199;6.42353;6.61553;6.89956;6.93319;6.83025;
