<BEGIN>
Bus/Hour;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;
Bus1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
Bus2;5.9350236;5.70174;5.5462968;5.454504;5.5130592;5.6271468;5.9466396;6.1796856;6.3144576;6.4652544;6.4085604;6.4385244;6.234294;6.1810848;6.1543548;6.2559024;6.7898424;7.4232444;7.2415464;7.3633032;7.3514496;7.0119852;6.6448536;6.2045544;5.9045844;5.6840784;5.4287244;5.5002816;5.5574376;5.9085312;6.3216516;6.56865;6.7649868;7.0554264;7.0898124;6.9845556;
Bus3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
Bus4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
Bus5;0.1005972;0.0966372;0.0940104;0.0924528;0.0934428;0.09537;0.1007952;0.104742;0.1070256;0.1095864;0.1086228;0.1091244;0.105666;0.1047684;0.1043064;0.1060356;0.1150776;0.1258224;0.1227336;0.124806;0.1245948;0.1188528;0.1126224;0.1051644;0.1000824;0.0963468;0.0920172;0.0932316;0.0941952;0.1001484;0.1071444;0.1113288;0.1146552;0.1195788;0.1201728;0.1183776;
Bus6;2.816616;2.7059076;2.6321328;2.588586;2.616372;2.6705052;2.8221336;2.9327364;2.9966904;3.0682608;3.041346;3.0555756;2.958648;2.9333964;2.9207112;2.9689044;3.2223048;3.5228952;3.4366596;3.4944492;3.488826;3.32772;3.1534932;2.9445372;2.8021752;2.6975256;2.5763364;2.6103;2.637426;2.8040496;3.0001092;3.1173252;3.210504;3.3483384;3.3646536;3.3147048;
Bus7;112.4635776;108.0430428;105.0975024;103.3583496;104.4678888;106.6297188;112.683714;117.09984;119.6535252;122.5110216;121.4367;122.0046828;118.134522;117.1262532;116.6199144;118.5439992;128.6618784;140.664216;137.2211412;139.5282636;139.3037184;132.871068;125.91447;117.570948;111.8867904;107.7084228;102.8696328;104.2257216;105.3088344;111.9616344;119.7900132;124.4703108;128.1907704;133.694418;134.346036;132.3515292;
Bus8;34.5035856;33.147378;32.2436928;31.7101224;32.050524;32.7137712;34.5711168;35.925978;36.7094508;37.5861156;37.2565248;37.430778;36.2434116;35.9340828;35.7787452;36.369036;39.4731876;43.155486;42.099156;42.8069796;42.7380888;40.7645568;38.6302884;36.070518;34.3266264;33.0447084;31.5601836;31.9762344;32.3085312;34.3495944;36.7513212;38.1872304;39.3286476;41.017152;41.2170792;40.6051668;
Bus10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
Bus11;24.6957084;23.72502;23.0782068;22.6963044;22.93995;23.4146616;24.74406;25.7137848;26.2745472;26.9020224;26.666112;26.7908256;25.9409832;25.7195796;25.608396;26.0309016;28.2526728;30.8882508;30.1321944;30.6388104;30.5895084;29.1769632;27.64938;25.8172332;24.5690544;23.6515356;22.5889884;22.8867804;23.124618;24.5854884;26.3045112;27.33225;28.1492244;29.3577636;29.5008516;29.0628756;
Bus2571;17.1009036;16.4287332;15.9808308;15.716382;15.8851044;16.213824;17.1343788;17.805876;18.1941804;18.6286848;18.4653348;18.5516892;17.9632068;17.809902;17.7329064;18.0254712;19.5639708;21.389016;20.8654644;21.2162808;21.1821456;20.2040124;19.146204;17.8775124;17.0132028;16.3778472;15.642066;15.8482764;16.0129728;17.0245812;18.214944;18.9266088;19.4923344;20.3292012;20.4282936;20.1250104;
Bus12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
Bus2572;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
Bus13;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
Bus14;0.1005972;0.0966372;0.0940104;0.0924528;0.0934428;0.09537;0.1007952;0.104742;0.1070256;0.1095864;0.1086228;0.1091244;0.105666;0.1047684;0.1043064;0.1060356;0.1150776;0.1258224;0.1227336;0.124806;0.1245948;0.1188528;0.1126224;0.1051644;0.1000824;0.0963468;0.0920172;0.0932316;0.0941952;0.1001484;0.1071444;0.1113288;0.1146552;0.1195788;0.1201728;0.1183776;
