<BEGIN>
<Thermal plants>
ID;Name;Generation in time t = -1 in MW;State in t = -1. Either 1, if up, or 0, if down;Start-up trajectory (TRUE or FALSE);Shut-down trajectory (TRUE or FALSE);Number of hours (> 0) in the state of t = -1
1;g1;214.3925404383355;1;FALSE;FALSE;24;
2;g2;0.0;0;FALSE;FALSE;24;
3;g3;367.8831478436973;1;FALSE;FALSE;24;
4;g4;0.0;0;FALSE;FALSE;24;
5;g5;368.21617957651154;1;FALSE;FALSE;24;
6;g6;366.1851063301418;1;FALSE;FALSE;24;
7;g7;366.2831300412565;1;FALSE;FALSE;24;
8;g8;0.0;0;FALSE;FALSE;24;
9;g9;368.1962232225273;1;FALSE;FALSE;24;
10;g10;367.58814057243615;1;FALSE;FALSE;24;
11;g11;0.0;0;FALSE;FALSE;24;
12;g12;0.0;0;FALSE;FALSE;24;
13;g13;366.71599724999004;1;FALSE;FALSE;24;
14;g14;211.08732551742574;1;FALSE;FALSE;24;
15;g15;0.0;0;FALSE;FALSE;24;
16;g16;0.0;0;FALSE;FALSE;24;
17;g17;219.50387707092491;1;FALSE;FALSE;24;
18;g18;220.03237247659985;1;FALSE;FALSE;24;
19;g19;0.0;0;FALSE;FALSE;24;
20;g20;535.0;1;FALSE;FALSE;24;
21;g21;560.0;1;FALSE;FALSE;24;
22;g22;0.0;0;FALSE;FALSE;24;
23;g23;0.0;0;FALSE;FALSE;24;
24;g24;0.0;0;FALSE;FALSE;24;
25;g25;0.0;0;FALSE;FALSE;24;
26;g26;0.0;0;FALSE;FALSE;24;
27;g27;0.0;0;FALSE;FALSE;24;
28;g28;0.0;0;FALSE;FALSE;24;
29;g29;0.0;0;FALSE;FALSE;24;
30;g30;0.0;0;FALSE;FALSE;24;
31;g31;0.0;0;FALSE;FALSE;24;
32;g32;0.0;0;FALSE;FALSE;24;
33;g33;0.0;0;FALSE;FALSE;24;
34;g34;379.4447661761652;1;FALSE;FALSE;24;
35;g35;379.0968019988689;1;FALSE;FALSE;24;
36;g36;0.0;0;FALSE;FALSE;24;
37;g37;0.0;0;FALSE;FALSE;24;
38;g38;0.0;0;FALSE;FALSE;24;
39;g39;0.0;0;FALSE;FALSE;24;
40;g40;0.0;0;FALSE;FALSE;24;
41;g41;0.0;0;FALSE;FALSE;24;
42;g42;0.0;0;FALSE;FALSE;24;
43;g43;0.0;0;FALSE;FALSE;24;
44;g44;0.0;0;FALSE;FALSE;24;
45;g45;0.0;0;FALSE;FALSE;24;
46;g46;0.0;0;FALSE;FALSE;24;
47;g47;0.0;0;FALSE;FALSE;24;
48;g48;0.0;0;FALSE;FALSE;24;
49;g49;0.0;0;FALSE;FALSE;24;
50;g50;0.0;0;FALSE;FALSE;24;
51;g51;0.0;1;FALSE;FALSE;24;
52;g52;0.0;1;FALSE;FALSE;24;
53;g53;0.0;1;FALSE;FALSE;24;
54;g54;0.0;1;FALSE;FALSE;24;
55;g55;118.52388262275576;1;FALSE;FALSE;24;
56;g56;0.0;0;FALSE;FALSE;24;
57;g57;0.0;0;FALSE;FALSE;24;
58;g58;0.0;0;FALSE;FALSE;24;
59;g59;0.0;0;FALSE;FALSE;24;
60;g60;212.072326803684;1;FALSE;FALSE;24;
61;g61;0.0;0;FALSE;FALSE;24;
62;g62;222.147398793826;1;FALSE;FALSE;24;
63;g63;210.54788971202936;1;FALSE;FALSE;24;
64;g64;226.72764218301108;1;FALSE;FALSE;24;
65;g65;210.2561668226592;1;FALSE;FALSE;24;
66;g66;252.5082927175263;1;FALSE;FALSE;24;
67;g67;231.82814075232375;1;FALSE;FALSE;24;
68;g68;0.0;0;FALSE;FALSE;24;
69;g69;0.0;0;FALSE;FALSE;24;
70;g70;252.49952064629312;1;FALSE;FALSE;24;
71;g71;253.58054757992514;1;FALSE;FALSE;24;
72;g72;0.0;0;FALSE;FALSE;24;
73;g73;0.0;0;FALSE;FALSE;24;
74;g74;0.0;0;FALSE;FALSE;24;
75;g75;0.0;0;FALSE;FALSE;24;
76;g76;0.0;0;FALSE;FALSE;24;
77;g77;0.0;0;FALSE;FALSE;24;
78;g78;463.94691131606794;1;FALSE;FALSE;24;
79;g79;0.0;0;FALSE;FALSE;24;
80;g80;6.800769675237348;1;FALSE;FALSE;24;
81;g81;0.0;1;FALSE;FALSE;24;
82;g82;0.0;1;FALSE;FALSE;24;
83;g83;0.0;1;FALSE;FALSE;24;
84;g84;243.5085269858528;1;FALSE;FALSE;24;
85;g85;0.0;0;FALSE;FALSE;24;
86;g86;0.0;0;FALSE;FALSE;24;
87;g87;0.0;0;FALSE;FALSE;24;
88;g88;0.0;0;FALSE;FALSE;24;
89;g89;0.0;1;FALSE;FALSE;24;
90;g90;0.0;1;FALSE;FALSE;24;
91;g91;6.491720540513112;1;FALSE;FALSE;24;
92;g92;0.0;0;FALSE;FALSE;24;
93;g93;0.0;0;FALSE;FALSE;24;
94;g94;0.0;0;FALSE;FALSE;24;
95;g95;0.0;0;FALSE;FALSE;24;
96;g96;0.0;0;FALSE;FALSE;24;
97;g97;368.78516391861456;1;FALSE;FALSE;24;
98;g98;0.0;0;FALSE;FALSE;24;
99;g99;0.0;0;FALSE;FALSE;24;
100;g100;0.0;0;FALSE;FALSE;24;
101;g101;6.382811755048461;1;FALSE;FALSE;24;
102;g102;0.0;1;FALSE;FALSE;24;
103;g103;0.0;1;FALSE;FALSE;24;
104;g104;0.0;1;FALSE;FALSE;24;
105;g105;0.0;0;FALSE;FALSE;24;
106;g106;0.0;0;FALSE;FALSE;24;
107;g107;0.0;0;FALSE;FALSE;24;
108;g108;0.0;0;FALSE;FALSE;24;
109;g109;0.0;0;FALSE;FALSE;24;
110;g110;0.0;0;FALSE;FALSE;24;
111;g111;0.0;0;FALSE;FALSE;24;
112;g112;0.0;0;FALSE;FALSE;24;
113;g113;0.0;0;FALSE;FALSE;24;
114;g114;0.0;0;FALSE;FALSE;24;
115;g115;0.0;0;FALSE;FALSE;24;
116;g116;0.0;0;FALSE;FALSE;24;
117;g117;50.78966921026473;1;FALSE;FALSE;24;
118;g118;0.0;0;FALSE;FALSE;24;
119;g119;0.0;0;FALSE;FALSE;24;
120;g120;0.0;0;FALSE;FALSE;24;
121;g121;0.0;0;FALSE;FALSE;24;
