<BEGIN>
<Buses>
ID;Name;Reference bus;Base voltage (kV);Area;Subsystem market - Name;Subsystem market - ID
1;Bus1;Ref;45;1;sys1;1
2;Bus2;;45;1;sys1;1
3;Bus3;;45;1;sys1;1
4;Bus4;;45;1;sys1;1
5;Bus5;;45;1;sys1;1
6;Bus6;;45;1;sys1;1
7;Bus7;;45;1;sys1;1
8;Bus8;;45;1;sys1;1
9;Bus9;;45;1;sys1;1
10;Bus10;;45;1;sys1;1
11;Bus11;;45;1;sys1;1
12;Bus12;;45;1;sys1;1
13;Bus13;;45;1;sys1;1
14;Bus14;;45;1;sys1;1
15;Bus15;;45;1;sys1;1
16;Bus16;;45;1;sys1;1
17;Bus17;;45;1;sys1;1
18;Bus18;;45;1;sys1;1
19;Bus19;;45;1;sys1;1
20;Bus20;;45;1;sys1;1
21;Bus21;;45;1;sys1;1
22;Bus22;;45;1;sys1;1
23;Bus23;;45;1;sys1;1
25;Bus25;;45;1;sys1;1
26;Bus26;;45;1;sys1;1
27;Bus27;;45;1;sys1;1
28;Bus28;;45;1;sys1;1
29;Bus29;;45;1;sys1;1
30;Bus30;;45;1;sys1;1
31;Bus31;;45;1;sys1;1
33;Bus33;;45;1;sys1;1
34;Bus34;;45;1;sys1;1
2013;Bus2013;;45;1;sys1;1
35;Bus35;;45;1;sys1;1
36;Bus36;;45;1;sys1;1
37;Bus37;;45;1;sys1;1
38;Bus38;;45;1;sys1;1
39;Bus39;;45;1;sys1;1
40;Bus40;;45;1;sys1;1
41;Bus41;;45;1;sys1;1
42;Bus42;;45;1;sys1;1
43;Bus43;;45;1;sys1;1
44;Bus44;;45;1;sys1;1
45;Bus45;;45;1;sys1;1
46;Bus46;;45;1;sys1;1
47;Bus47;;45;1;sys1;1
48;Bus48;;45;1;sys1;1
49;Bus49;;45;1;sys1;1
50;Bus50;;45;1;sys1;1
51;Bus51;;45;1;sys1;1
52;Bus52;;45;1;sys1;1
53;Bus53;;45;1;sys1;1
54;Bus54;;45;1;sys1;1
55;Bus55;;45;1;sys1;1
56;Bus56;;45;1;sys1;1
1827;Bus1827;;45;1;sys1;1
57;Bus57;;45;1;sys1;1
58;Bus58;;45;1;sys1;1
59;Bus59;;45;1;sys1;1
60;Bus60;;45;1;sys1;1
61;Bus61;;45;1;sys1;1
62;Bus62;;45;1;sys1;1
63;Bus63;;45;1;sys1;1
64;Bus64;;45;1;sys1;1
65;Bus65;;45;1;sys1;1
