<BEGIN>;
<Hydro plants>;
ID;Name;Minimum reservoir volume (hm3);Maximum reservoir volume (hm3);Name of downriver reservoir;Water travelling time (h);Run-of-river plant? TRUE or FALSE;Minimum forebay level (m);Maximum forebay level (m);Maximum spillage (m3/s);Basin;Influence of spillage on the HPF? Yes or No;Maximum spillage - HPF;Downriver plant of bypass discharge;Maximum bypass discharge (m3/s);Water travel time in the bypass process (h);Downriver reservoir of pump units;Upriver reservoir of pump units;Water travel time in pumping (h);Comments
</Hydro plants>;
<Thermal plants>;
ID;Name;Minimum power output (MW);Maximum power output (MW);Unitary linear cost ($/MW);Ramp-up limit (MW/h);Ramp-down limit (MW/h);Minimum up-time (h);Minimum down-time (h);Bus id;Constant cost ($);Start-up cost ($);Shut-down cost ($);Reserve eligibility;Comments
1;g1;160.1007001;195.5428356;834.7889624;136.88;136.88;1;1;10071;0;363.229;0;None;
2;g2;379.8478403;549.9;959.8452764;384.93;384.93;1;1;10079;0;7694.794;0;None;
3;g3;7.882656654;11.6;52.87585177;8.12;8.12;1;1;10080;0;0.957;0;None;
4;g4;428.1057997;627.0;1046.762489;438.9;438.9;4;4;10090;0;6104.214;0;None;
5;g5;590.1698906;846.4342103;1208.408261;592.5;592.5;1;1;10094;0;5010.753;0;None;
6;g6;121.8348662;1241.5;727.2493376;869.05;869.05;2;2;10095;0;18039.666;0;None;
7;g7;1645.105188;1645.105188;0.0;1151.57;1151.57;4;4;10100;0;0.0;0;None;
8;g8;560.959513;824.6577669;1473.254581;577.26;577.26;1;1;10104;0;6181.5;0;None;
9;g9;289.0350215;424.7828488;1029.295167;297.35;297.35;2;2;10115;0;6751.256;0;None;
10;g10;289.9487227;427.3846779;870.4007471;299.17;299.17;2;2;10116;0;8510.941;0;None;
11;g11;1355.505174;1355.505174;0.0;948.85;948.85;2;2;10118;0;0.0;0;None;
12;g12;434.628394;649.0;1057.991033;454.3;454.3;4;4;10126;0;5839.205;0;None;
13;g13;2236.445596;2236.445596;0.0;1565.51;1565.51;4;4;10129;0;0.0;0;None;
14;g14;586.3652013;891.0;1339.6250469999998;623.7;623.7;2;2;10132;0;5404.472;0;None;
15;g15;661.0605704;990.0;303.6374597;693.0;693.0;2;2;10139;0;2277.222;0;None;
16;g16;1166.070838;1314.560475;0.0;920.19;920.19;1;1;10140;0;479.622;0;None;
17;g17;1516.583034;1516.583034;0.0;1061.61;1061.61;1;1;10141;0;0.0;0;None;
18;g18;125.0095492;168.4853608;616.4290461;117.94;117.94;2;2;10146;0;939.786;0;None;
19;g19;208.6814175;302.9387499;836.8688394;212.06;212.06;1;1;10150;0;3891.293;0;None;
20;g20;87.62429172;127.5748986;546.1272185;89.3;89.3;4;4;10171;0;999.711;0;None;
21;g21;196.9527018;289.9233342;634.9102445;202.95;202.95;1;1;10176;0;6834.958;0;None;
22;g22;198.527714;288.3890892;736.9386293;201.87;201.87;1;1;10177;0;5334.097;0;None;
23;g23;355.9991018;534.6;911.2377093;374.22;374.22;4;4;10186;0;7457.244;0;None;
24;g24;357.452823;534.6;846.3232853;374.22;374.22;2;2;10187;0;7707.843;0;None;
25;g25;359.5425177;531.3;874.3615687;371.91;371.91;4;4;10188;0;6838.558;0;None;
26;g26;292.2604163;542.3;815.9231709;379.61;379.61;1;1;10189;0;6209.319;0;None;
27;g27;391.9536911;600.6;954.2926679000001;420.42;420.42;2;2;10190;0;6923.811;0;None;
28;g28;391.6991907;599.5;1022.198861;419.65;419.65;4;4;10191;0;6029.006;0;None;
29;g29;138.8047103;246.3226484;328.6701131;172.43;172.43;2;2;10192;0;3714.131;0;None;
30;g30;78.97815844;140.8280171;586.0793648;98.58;98.58;4;4;10194;0;942.337;0;None;
31;g31;113.751487;161.6044215;490.18569949999994;113.12;113.12;2;2;10196;0;738.728;0;None;
32;g32;0.0;120.191549;76.9909156;84.13;84.13;1;1;10223;0;883.875;0;None;
33;g33;101.9985783;264.9956387;420.2175428;185.5;185.5;4;4;10225;0;2152.48;0;None;
34;g34;47.77423964;133.6270953;201.2850447;93.54;93.54;2;2;10226;0;1553.092;0;None;
35;g35;17.6;17.6;0.0;12.32;12.32;1;1;10227;0;10.38;0;None;
36;g36;24.58192597;26.85020337;399.01701120000007;18.8;18.8;2;2;10228;0;320.578;0;None;
37;g37;56.99269834;58.0907776;321.6325388;40.66;40.66;2;2;10229;0;195.555;0;None;
38;g38;0.0;0.0;0.0;0.01;0.01;1;1;10230;0;0.0;0;None;
39;g39;17.2;17.2;0.0;12.04;12.04;1;1;10232;0;10.115;0;None;
40;g40;58.30935606;64.74707661;571.7072613;45.32;45.32;1;1;10233;0;103.129;0;None;
41;g41;4.595238095;4.595238095;0.0;3.22;3.22;4;4;10234;0;4.782;0;None;
42;g42;31.67503483;38.19356888;815.6882962;26.74;26.74;2;2;10235;0;75.776;0;None;
43;g43;147.5359669;176.6833148;830.2468597;123.68;123.68;4;4;10236;0;705.695;0;None;
44;g44;62.95467261;71.81742146;1861.8252090000003;50.27;50.27;4;4;10237;0;947.277;0;None;
45;g45;82.76191221;90.82367874;317.8062429;63.58;63.58;1;1;10238;0;646.095;0;None;
46;g46;83.75914384;91.72152142;343.0527695;64.21;64.21;4;4;10239;0;639.844;0;None;
47;g47;0.0;0.0;0.0;0.01;0.01;1;1;10240;0;0.0;0;None;
48;g48;189.8332822;215.3286357;780.7642150999999;150.73;150.73;4;4;10246;0;389.015;0;None;
49;g49;109.6412188;150.16666;502.8729852999999;105.12;105.12;2;2;10247;0;526.832;0;None;
50;g50;149.2256648;181.2429986;779.9079964000001;126.87;126.87;2;2;10248;0;487.206;0;None;
51;g51;150.4609845;187.314709;752.7256360999999;131.12;131.12;1;1;10249;0;464.623;0;None;
52;g52;387.9908908;572.0;930.0662208999998;400.4;400.4;4;4;10250;0;9428.061;0;None;
53;g53;398.6258535;572.0;1001.583504;400.4;400.4;2;2;10251;0;5923.622;0;None;
54;g54;385.7492931;572.0;924.8303522;400.4;400.4;2;2;10252;0;7264.333;0;None;
55;g55;205.8547373;286.2050072;658.3608001;200.34;200.34;2;2;10253;0;5773.478;0;None;
56;g56;343.6981849;523.6;880.288614;366.52;366.52;4;4;10254;0;5805.169;0;None;
57;g57;152.1516606;177.1550751;862.2239737;124.01;124.01;2;2;10255;0;591.438;0;None;
58;g58;286.9036089;425.6312451;1000.33735;297.94;297.94;4;4;10256;0;5892.859;0;None;
59;g59;177.716099;207.0869061;781.9869757;144.96;144.96;2;2;10257;0;418.292;0;None;
60;g60;155.3292332;189.3326823;816.7499701;132.53;132.53;1;1;10258;0;348.369;0;None;
61;g61;291.730382;429.6895991;876.3794373;300.78;300.78;2;2;10259;0;7946.44;0;None;
62;g62;436.6833626;650.1;1060.839847;455.07;455.07;2;2;10260;0;6442.973;0;None;
63;g63;588.3456661;951.5;1046.97806;666.05;666.05;2;2;10261;0;4595.635;0;None;
64;g64;588.7617087;951.5;1076.395858;666.05;666.05;4;4;10262;0;5389.01;0;None;
65;g65;70.71433605;102.7619114;1295.049146;71.93;71.93;4;4;10263;0;637.716;0;None;
66;g66;289.5358479;424.0364645;969.9529475;296.83;296.83;4;4;10264;0;6326.132;0;None;
67;g67;285.8855607;426.4828408;917.6372791;298.54;298.54;1;1;10265;0;8423.456;0;None;
68;g68;4.595238095;4.595238095;0.0;3.22;3.22;4;4;10266;0;4.132;0;None;
69;g69;4.3;4.439805224;0.0;3.11;3.11;4;4;10267;0;0.0;0;None;
70;g70;25.03659943;30.94180301;279.4889538;21.66;21.66;2;2;10268;0;315.059;0;None;
71;g71;101.101445;284.5436769;419.7550142;199.18;199.18;2;2;10269;0;3501.8;0;None;
72;g72;0.0;0.0;0.0;0.02;0.02;4;4;10270;0;0.0;0;None;
73;g73;189.8536835;231.0791326;644.0041253;161.76;161.76;2;2;10271;0;4906.793;0;None;
74;g74;31.58516579;35.41670392;1182.707038;24.79;24.79;1;1;10272;0;81.112;0;None;
75;g75;181.4910681;250.5458971;504.2235789;175.38;175.38;2;2;10273;0;6158.115;0;None;
76;g76;80.47859169;222.107383;278.8684284;155.48;155.48;4;4;10274;0;1430.076;0;None;
77;g77;21.76324721;103.0164147;170.4431875;72.11;72.11;1;1;10275;0;1131.783;0;None;
78;g78;115.3037333;161.637617;513.1114475;113.15;113.15;1;1;10276;0;765.83;0;None;
79;g79;84.25601927;122.0748667;518.7702617;85.45;85.45;4;4;10277;0;958.238;0;None;
