<BEGIN>;
<Hydro plants>;
ID;Name;Minimum reservoir volume (hm3);Maximum reservoir volume (hm3);Name of downriver reservoir;Water travelling time (h);Run-of-river plant? TRUE or FALSE;Minimum forebay level (m);Maximum forebay level (m);Maximum spillage (m3/s);Basin;Influence of spillage on the HPF? Yes or No;Maximum spillage - HPF;Downriver plant of bypass discharge;Maximum bypass discharge (m3/s);Water travel time in the bypass process (h);Downriver reservoir of pump units;Upriver reservoir of pump units;Water travel time in pumping (h);Comments
</Hydro plants>;
<Thermal plants>;
ID;Name;Minimum power output (MW);Maximum power output (MW);Unitary linear cost ($/MW);Ramp-up limit (MW/h);Ramp-down limit (MW/h);Minimum up-time (h);Minimum down-time (h);Bus id;Constant cost ($);Start-up cost ($);Shut-down cost ($);Reserve eligibility;Comments
1;g1;126.88573;214.3925404;408.7953546;150.07;150.07;1;1;22;0;1677.95;0;None;
2;g2;175.6911328;193.1006973;842.7618156;135.17;135.17;1;1;23;0;130.297;0;None;
3;g3;243.6170793;367.8831478;855.0138675;257.52;257.52;1;1;35;0;5744.876;0;None;
4;g4;245.256029;366.8101632;982.9503528;256.77;256.77;4;4;35;0;5131.965;0;None;
5;g5;242.9797127;368.2161796;755.3196593;257.75;257.75;1;1;35;0;6486.953;0;None;
6;g6;245.3757438;366.1851063;871.5241477;256.33;256.33;2;2;36;0;5319.772;0;None;
7;g7;245.5201932;366.28313;904.3718567;256.4;256.4;4;4;36;0;3369.96;0;None;
8;g8;245.9633489;366.0646823;976.3744492000001;256.25;256.25;1;1;37;0;3752.691;0;None;
9;g9;240.857903;368.1962232;768.8456778000001;257.74;257.74;2;2;37;0;3797.053;0;None;
10;g10;243.0219539;367.5881406;860.7627797000001;257.31;257.31;2;2;37;0;4573.167;0;None;
11;g11;244.8864425;366.8901298;986.3873772999999;256.82;256.82;2;2;38;0;4937.498;0;None;
12;g12;242.8804751;368.2207241;893.9641347;257.75;257.75;4;4;38;0;5744.267;0;None;
13;g13;243.8135494;366.7159972;794.8949755;256.7;256.7;4;4;38;0;4119.218;0;None;
14;g14;119.999057;211.0873255;355.89502379999993;147.76;147.76;2;2;55;0;1879.304;0;None;
15;g15;132.8733508;215.902495;505.3190031;151.13;151.13;2;2;55;0;1577.022;0;None;
16;g16;134.5528365;220.1053089;539.8202876;154.07;154.07;1;1;56;0;1576.715;0;None;
17;g17;124.0456475;219.5038771;369.3571681;153.65;153.65;1;1;56;0;1750.889;0;None;
18;g18;122.6950481;220.0323725;367.245388;154.02;154.02;2;2;57;0;1871.502;0;None;
19;g19;135.7818056;216.8951248;648.4342612;151.83;151.83;1;1;57;0;1229.943;0;None;
20;g20;256.0621008;535.0;718.2848853;374.5;374.5;4;4;58;0;5258.108;0;None;
21;g21;260.9656848;560.0;781.886085;392.0;392.0;1;1;59;0;5622.463;0;None;
22;g22;156.1605733;213.8964781;791.340234;149.73;149.73;1;1;68;0;705.558;0;None;
23;g23;153.9147897;214.5812859;774.5464338;150.21;150.21;4;4;69;0;832.999;0;None;
24;g24;164.0601154;213.2279232;758.4927429;149.26;149.26;2;2;69;0;496.627;0;None;
25;g25;161.6500728;213.850217;753.9200892999999;149.7;149.7;4;4;70;0;603.898;0;None;
26;g26;158.2360225;213.4197525;789.4952667;149.39;149.39;1;1;70;0;611.637;0;None;
27;g27;156.2829815;213.1357966;817.3831390000001;149.2;149.2;2;2;71;0;611.582;0;None;
28;g28;159.2492823;215.0127579;725.7254155999999;150.51;150.51;4;4;71;0;778.827;0;None;
29;g29;180.6231119;212.6730641;789.3250358;148.87;148.87;2;2;92;0;469.343;0;None;
30;g30;178.2339744;220.0633028;735.4513483;154.04;154.04;4;4;92;0;3378.731;0;None;
31;g31;176.159933;220.5396549;727.6130804;154.38;154.38;2;2;93;0;3821.384;0;None;
32;g32;189.1702218;215.7776928;771.8699954;151.04;151.04;1;1;93;0;614.229;0;None;
33;g33;184.7678137;220.2716779;768.8483147;154.19;154.19;4;4;93;0;4442.068;0;None;
34;g34;183.9604165;379.4447662;702.4172386;265.61;265.61;2;2;96;0;4784.831;0;None;
35;g35;180.0223262;379.096802;664.4319005;265.37;265.37;1;1;96;0;3639.873;0;None;
36;g36;2.019946741;11.83592524;95.7759337;8.29;8.29;2;2;113;0;124.067;0;None;
37;g37;1.044723971;4.78303996;0.0;3.35;3.35;2;2;113;0;13.455;0;None;
38;g38;2.173399738;20.94915647;75.37719006;14.66;14.66;1;1;113;0;376.027;0;None;
39;g39;134.724816;217.4241885;617.1940446;152.2;152.2;1;1;119;0;1223.526;0;None;
40;g40;133.9411138;217.8435419;606.7498558999998;152.49;152.49;1;1;120;0;1313.722;0;None;
41;g41;75.15522399;116.8325301;430.8977662;81.78;81.78;4;4;121;0;1098.767;0;None;
42;g42;77.03807664;118.1498884;513.96062;82.7;82.7;2;2;122;0;1125.093;0;None;
43;g43;73.33482947;117.5543011;465.6773022;82.29;82.29;4;4;132;0;1157.08;0;None;
44;g44;74.70306079;116.899728;449.2605201;81.83;81.83;4;4;133;0;1150.768;0;None;
