<BEGIN>;
<Hydro plants>;
ID;Name;Minimum reservoir volume (hm3);Maximum reservoir volume (hm3);Name of downriver reservoir;Water travelling time (h);Run-of-river plant? TRUE or FALSE;Minimum forebay level (m);Maximum forebay level (m);Maximum spillage (m3/s);Basin;Influence of spillage on the HPF? Yes or No;Maximum spillage - HPF;Downriver plant of bypass discharge;Maximum bypass discharge (m3/s);Water travel time in the bypass process (h);Downriver reservoir of pump units;Upriver reservoir of pump units;Water travel time in pumping (h);Comments
</Hydro plants>;
<Thermal plants>;
ID;Name;Minimum power output (MW);Maximum power output (MW);Unitary linear cost ($/MW);Ramp-up limit (MW/h);Ramp-down limit (MW/h);Minimum up-time (h);Minimum down-time (h);Bus id;Constant cost ($);Start-up cost ($);Shut-down cost ($);Reserve eligibility;Comments
1;g1;0.0;171.2087685;0.0;119.85;119.85;1;1;2;0;0.0;0;None;
2;g2;402.0844745;1199.006616;153.3812659;839.3;839.3;1;1;6;0;1540.02336;0;None;
3;g3;0.0;524.68;14.0496312;367.28;367.28;1;1;8;0;119.9732552;0;None;
4;g4;169.6794882;499.7808865;101.6484974;349.85;349.85;4;4;18;0;697.0668728;0;None;
5;g5;3.389898345;399.8464952;14.31452987;279.89;279.89;1;1;25;0;141.8860846;0;None;
6;g6;3.98274459;15.98240425;38.41533978;11.19;11.19;2;2;32;0;32.11225293;0;None;
7;g7;0.623370894;4.738539421;0.0;3.32;3.32;1;1;33;0;0.0;0;None;
8;g8;0.0;31.95507329;0.0;22.37;22.37;1;1;39;0;0.0;0;None;
9;g9;0.0;480.0;15.69831032;336.0;336.0;2;2;49;0;93.97776298;0;None;
10;g10;0.0;256.6452766;0.0;179.65;179.65;1;1;51;0;0.0;0;None;
11;g11;30.49364296;91.96438664;51.17644983;64.38;64.38;2;2;80;0;96.27697338;0;None;
12;g12;219.4091349;599.6866014;146.2532212;419.78;419.78;4;4;107;0;1029.014742;0;None;
13;g13;0.0;31.36842304;0.0;21.96;21.96;1;1;123;0;0.0;0;None;
14;g14;388.2069314;978.1720859;174.3133597;684.72;684.72;2;2;124;0;1028.145501;0;None;
15;g15;0.0;155.4989581;0.0;108.85;108.85;1;1;141;0;0.0;0;None;
16;g16;18.72863112;168.4097968;16.59578188;117.89;117.89;1;1;142;0;206.5306569;0;None;
17;g17;0.0;102.0606509;3.646239953;71.44;71.44;1;1;147;0;125.3785174;0;None;
18;g18;27.74779205;153.488041;16.6225954;107.44;107.44;2;2;150;0;120.635775;0;None;
19;g19;0.0;223.1619386;0.0;156.21;156.21;1;1;151;0;0.0;0;None;
