<BEGIN>;
<Hydro plants>;
ID;Name;Minimum reservoir volume (hm3);Maximum reservoir volume (hm3);Name of downriver reservoir;Water travelling time (h);Run-of-river plant? TRUE or FALSE;Minimum forebay level (m);Maximum forebay level (m);Maximum spillage (m3/s);Basin;Influence of spillage on the HPF? Yes or No;Maximum spillage - HPF;Downriver plant of bypass discharge;Maximum bypass discharge (m3/s);Water travel time in the bypass process (h);Downriver reservoir of pump units;Upriver reservoir of pump units;Water travel time in pumping (h);Comments
</Hydro plants>;
<Thermal plants>;
ID;Name;Minimum power output (MW);Maximum power output (MW);Unitary linear cost ($/MW);Ramp-up limit (MW/h);Ramp-down limit (MW/h);Minimum up-time (h);Minimum down-time (h);Bus id;Constant cost ($);Start-up cost ($);Shut-down cost ($);Reserve eligibility;Comments
1;g1;1.717026899;15.91265062;33.64133993;11.14;11.14;1;1;32;0;83.04533333;0;None;
2;g2;0.294283842;5.102307016;0.0;3.57;3.57;1;1;33;0;1.881;0;None;
3;g3;0.0;30.83667699;0.0;21.59;21.59;1;1;39;0;182.8176667;0;None;
4;g4;0.0;271.1632596;0.0;189.81;189.81;1;1;51;0;175.743;0;None;
5;g5;402.1722365;975.8995608;339.7816617;683.13;683.13;1;1;124;0;2017.175;0;None;
6;g6;24.24079587;154.9216539;29.483416060000003;108.45;108.45;2;2;150;0;218.263;0;None;
7;g7;0.0;301.7380759;0.0;211.22;211.22;1;1;179;0;194.4596667;0;None;
8;g8;120.2052317;296.8968082;139.314086;207.83;207.83;1;1;194;0;1398.202667;0;None;
9;g9;0.299275083;4.878646412;0.0;3.42;3.42;2;2;201;0;1.759666667;0;None;
10;g10;0.0;269.369242;0.0;188.56;188.56;1;1;221;0;297.8876667;0;None;
11;g11;533.33;1600.0;385.5018926999999;1120.0;1120.0;2;2;299;0;3510.458667;0;None;
12;g12;0.0;118.6862969;24.41229297;83.08;83.08;1;1;338;0;272.084;0;None;
13;g13;681.9592441;1951.452065;216.8529707;1366.02;1366.02;4;4;352;0;2881.453667;0;None;
14;g14;0.0;119.0399128;24.93268979;83.33;83.33;1;1;389;0;274.619;0;None;
15;g15;81.83306785;272.3315015;47.95994913;190.63;190.63;2;2;413;0;947.445;0;None;
16;g16;0.0;118.772598;24.58031063;83.14;83.14;1;1;440;0;311.2223333;0;None;
17;g17;0.0;129.3738408;0.0;90.56;90.56;1;1;442;0;239.7733333;0;None;
18;g18;0.0;540.0;24.57126277;378.0;378.0;1;1;453;0;190.9983333;0;None;
19;g19;0.0;219.6130922;0.0;153.73;153.73;1;1;489;0;173.3546667;0;None;
20;g20;230.1111125;599.9839252;270.2254694;419.99;419.99;4;4;516;0;1971.554333;0;None;
21;g21;0.0;154.1103155;0.0;107.88;107.88;1;1;564;0;173.2183333;0;None;
22;g22;0.0;432.0461524;0.0;302.43;302.43;1;1;583;0;158.004;0;None;
23;g23;0.0;29.15987931;0.0;20.41;20.41;1;1;615;0;119.5246667;0;None;
24;g24;164.1884062;479.7566138;200.8822439;335.83;335.83;2;2;616;0;1300.327667;0;None;
25;g25;322.787504;798.3528758;286.8723158;558.85;558.85;4;4;618;0;2045.666;0;None;
26;g26;17.94144769;166.9170575;22.79012054;116.84;116.84;1;1;628;0;420.979;0;None;
27;g27;0.0;154.4273772;0.0;108.1;108.1;1;1;639;0;90.27066667;0;None;
28;g28;42.49076337;273.1539908;65.95237167;191.21;191.21;4;4;642;0;1060.060667;0;None;
29;g29;14.14144656;76.5453841;0.0;53.58;53.58;2;2;682;0;514.5916667;0;None;
30;g30;0.0;106.2725458;0.288722497;74.39;74.39;1;1;686;0;292.1573333;0;None;
31;g31;148.0919156;289.5113516;143.9193951;202.66;202.66;2;2;698;0;937.014;0;None;
32;g32;8.1711024;61.18622811;13.22779366;42.83;42.83;1;1;709;0;170.8;0;None;
33;g33;168.611288;499.7843499;186.9057097;349.85;349.85;4;4;739;0;1822.416667;0;None;
34;g34;14.92496454;237.4468266;25.99668518;166.21;166.21;2;2;749;0;523.6483333;0;None;
35;g35;38.5922054;297.4815268;44.5073204;208.24;208.24;1;1;751;0;1049.946333;0;None;
