<BEGIN>
Bus/Hour;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;
Bus1;3.499375176;3.429736992;3.336239676;3.281031864;3.316255008;3.384874812;3.577055592;3.717241572;3.798313464;3.88901106;3.854907804;3.872946;3.75009162;3.718081488;3.702003096;3.76309032;4.084271532;4.465273428;4.355977692;4.429210368;4.42209108;4.217884836;3.997053588;3.732200076;3.551764788;3.41912472;3.265513416;3.308562444;3.342945672;3.554137884;3.802646364;3.951218172;4.069313028;4.244028888;4.26470682;4.201393152;
Bus2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
Bus3;85.97599243;84.26521264;81.96790906;80.61151138;81.4768515;83.16292288;87.88457066;91.32879954;93.32048035;95.54909747;94.71122126;95.15420363;92.13577217;91.34941081;90.95450364;92.4551269;100.3462977;109.7072015;107.0218567;108.8212368;108.6461076;103.6291427;98.20352533;91.69622946;87.26303282;84.0042254;80.23033616;81.28799039;82.13273257;87.32140032;93.42693637;97.07719798;99.97886778;104.2712785;104.7795077;103.2239299;
Bus4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
Bus5;19.789565;19.39578023;18.86699311;18.55478434;18.75397775;19.14205894;20.22887024;21.02164429;21.48007844;21.99305381;21.8001931;21.90215623;21.20739905;21.02639048;20.93549291;21.28089836;23.09725004;25.25190122;24.63380304;25.04797495;25.00767232;23.85288114;22.60404604;21.1062225;20.08580455;19.33570624;18.46705978;18.7105021;18.90493598;20.09924321;21.50458266;22.34479196;23.01268517;24.00069302;24.11766799;23.75961047;
Bus6;24.25427334;23.7716626;23.12358074;22.74092568;22.98504793;23.4606937;24.79269382;25.76432998;26.32619378;26.95490424;26.71854121;26.84350205;25.99198721;25.77014273;25.65874054;26.08208486;28.30822223;30.94897146;30.19143389;30.69904979;30.6496414;29.23432961;27.70373602;25.86798628;24.61736468;23.69802996;22.6334031;22.93177326;23.17008276;24.6338297;26.35623078;27.38599446;28.20456593;29.41548482;29.55884382;29.12002104;
Bus7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
Bus8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
Bus9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
Bus10;89.77702932;87.99061339;85.59175997;84.17538162;85.07899792;86.83959517;91.76999542;95.3665024;97.44622774;99.77338166;98.89845583;99.3610229;96.20915146;95.38800691;94.97564815;96.54262477;104.7826674;114.5574098;111.7533569;113.632289;113.4494139;108.2106445;102.5451578;95.75017069;91.12098032;87.71810731;83.77736809;84.88177764;85.76387609;91.18193423;97.55738995;101.3690354;104.3989857;108.8811775;109.4118577;107.7875268;
