<BEGIN>;
<Hydro plants>;
ID;Name;Minimum reservoir volume (hm3);Maximum reservoir volume (hm3);Name of downriver reservoir;Water travelling time (h);Run-of-river plant? TRUE or FALSE;Minimum forebay level (m);Maximum forebay level (m);Maximum spillage (m3/s);Basin;Influence of spillage on the HPF? Yes or No;Maximum spillage - HPF;Downriver plant of bypass discharge;Maximum bypass discharge (m3/s);Water travel time in the bypass process (h);Downriver reservoir of pump units;Upriver reservoir of pump units;Water travel time in pumping (h);Comments
</Hydro plants>;
<Thermal plants>;
ID;Name;Minimum power output (MW);Maximum power output (MW);Unitary linear cost ($/MW);Ramp-up limit (MW/h);Ramp-down limit (MW/h);Minimum up-time (h);Minimum down-time (h);Bus id;Constant cost ($);Start-up cost ($);Shut-down cost ($);Reserve eligibility;Comments
1;g1;12.94625556;23.5017871;237.0378318;16.45;16.45;1;1;1279;0;240.785;0;None;
2;g2;12.87754061;24.8573399;238.7083817;17.4;17.4;1;1;1210;0;205.28;0;None;
3;g3;9.2;44.68571429;62.709597390000006;31.28;31.28;1;1;751;0;8.512;0;None;
4;g4;0.016195685;3.989403867;0.0;2.79;2.79;4;4;2777;0;0.0;0;None;
5;g5;1.645670414;6.464373782;0.0;4.53;4.53;1;1;2777;0;4.672;0;None;
6;g6;2.689908487;11.75565831;45.41348858;8.23;8.23;2;2;978;0;151.672;0;None;
7;g7;0.0;2.353456255;0.0;1.65;1.65;4;4;158;0;0.0;0;None;
8;g8;4.907552806;12.89105762;185.9406462;9.02;9.02;1;1;1217;0;199.887;0;None;
9;g9;10.0;48.57142857;64.58067044;34.0;34.0;2;2;367;0;9.252;0;None;
10;g10;5.055916512;15.86727021;201.3702906;11.11;11.11;2;2;1127;0;178.293;0;None;
11;g11;12.4;60.73878689;358.1363958;42.52;42.52;2;2;460;0;163.252;0;None;
12;g12;5.961564562;17.88693483;244.33263460000003;12.52;12.52;4;4;968;0;227.035;0;None;
13;g13;7.947653936;20.53425389;168.0721495;14.37;14.37;4;4;1827;0;569.232;0;None;
14;g14;1.0;31.72268384;0.0;22.21;22.21;2;2;1466;0;270.204;0;None;
15;g15;1.0;31.06263168;0.0;21.74;21.74;2;2;2863;0;207.281;0;None;
16;g16;1.0;35.4966782;0.0;24.85;24.85;1;1;1466;0;481.098;0;None;
17;g17;1.0;35.56482028;0.0;24.9;24.9;1;1;2863;0;357.979;0;None;
18;g18;4.491176136;11.88042808;124.0502792;8.32;8.32;2;2;1072;0;124.547;0;None;
19;g19;5.068884195;13.91093166;240.4131668;9.74;9.74;1;1;1072;0;167.947;0;None;
20;g20;5.802316736;11.82917172;146.8826087;8.28;8.28;4;4;1072;0;63.3;0;None;
21;g21;2.466121252;10.06509114;11.12871613;7.05;7.05;1;1;642;0;21.553;0;None;
