<BEGIN>
Bus/Hour;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;
Bus1;17.069865;16.398915;15.951825;15.687855;15.856275;16.1844;17.103285;17.77356;18.16116;18.594885;18.43182;18.518025;17.93061;17.777565;17.70072;17.992755;19.52847;21.35019;20.827605;21.17778;21.1437;20.167335;19.111455;17.845065;16.982325;16.348125;15.61368;15.81951;15.98391;16.99368;18.181875;18.89226;19.456965;20.292315;20.39121;20.08848;
Bus2;17.31846;16.63773;16.184145;15.91632;16.087185;16.420095;17.35236;18.0324;18.42564;18.86568;18.700245;18.78771;18.19173;18.036465;17.958495;18.25479;19.812855;21.661125;21.13092;21.486195;21.45162;20.461035;19.38978;18.104955;17.22963;16.586205;15.841065;16.049895;16.21668;17.241165;18.44667;19.16739;19.740315;20.58783;20.68818;20.38104;
Bus3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
Bus4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
Bus5;0.331455;0.31842;0.30975;0.30462;0.30789;0.314265;0.3321;0.34512;0.35265;0.361065;0.3579;0.35958;0.348165;0.345195;0.34371;0.34938;0.3792;0.41457;0.404415;0.411225;0.41055;0.391605;0.3711;0.3465;0.32976;0.317445;0.30318;0.30717;0.310365;0.32997;0.35304;0.36684;0.377805;0.39402;0.39594;0.390075;
Bus6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
Bus7;91.56408;87.96504;85.56687;84.150915;85.05426;86.814345;91.743315;95.33877;97.41789;99.744375;98.869695;99.33213;96.18117;95.36028;94.948035;96.514545;104.7522;114.5241;111.720855;113.599245;113.416425;108.179175;102.51534;95.722335;91.094475;87.692595;83.75301;84.8571;85.738935;91.15542;97.529025;101.339565;104.368635;108.84951;109.380045;107.756175;
Bus8;37.03995;35.58405;34.613925;34.041135;34.406565;35.11857;37.112445;38.566905;39.40797;40.349085;39.99525;40.182315;38.907675;38.575605;38.40885;39.04254;42.374865;46.327845;45.193875;45.953715;45.879765;43.761165;41.470005;38.722065;36.84999;35.47383;33.88017;34.32681;34.683525;36.874635;39.45291;40.99437;42.219705;44.032335;44.246955;43.59006;
Bus9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
Bus2966;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
