<BEGIN>;
<Hydro plants>;
ID;Name;Minimum reservoir volume (hm3);Maximum reservoir volume (hm3);Name of downriver reservoir;Water travelling time (h);Run-of-river plant? TRUE or FALSE;Minimum forebay level (m);Maximum forebay level (m);Maximum spillage (m3/s);Basin;Influence of spillage on the HPF? Yes or No;Maximum spillage - HPF;Downriver plant of bypass discharge;Maximum bypass discharge (m3/s);Water travel time in the bypass process (h);Downriver reservoir of pump units;Upriver reservoir of pump units;Water travel time in pumping (h);Comments
</Hydro plants>;
<Thermal plants>;
ID;Name;Minimum power output (MW);Maximum power output (MW);Unitary linear cost ($/MW);Ramp-up limit (MW/h);Ramp-down limit (MW/h);Minimum up-time (h);Minimum down-time (h);Bus id;Constant cost ($);Start-up cost ($);Shut-down cost ($);Reserve eligibility;Comments
1;g1;2.183796826;11.91181721;89.0777571;8.34;8.34;1;1;4;0;143.024;0;None;
2;g2;0.309485668;9.605513096;0.0;6.72;6.72;1;1;4;0;19.243;0;None;
3;g3;0.426960326;8.730503539;0.0;6.11;6.11;1;1;5;0;23.875;0;None;
4;g4;4.666192903;26.6071015;150.9470923;18.62;18.62;4;4;11;0;316.911;0;None;
5;g5;1.388829527;17.57184229;80.31203471;12.3;12.3;1;1;11;0;233.93;0;None;
6;g6;0.64012535;7.618067863;0.0;5.33;5.33;2;2;17;0;27.699;0;None;
7;g7;0.0;0.127251562;20.68581825;0.09;0.09;4;4;19;0;0.0;0;None;
8;g8;0.292055928;9.57001335;0.0;6.7;6.7;1;1;22;0;11.219;0;None;
9;g9;1.955819692;15.98396982;105.6386614;11.19;11.19;2;2;24;0;254.918;0;None;
10;g10;3.287500698;28.37935041;0.0;19.87;19.87;2;2;24;0;588.27;0;None;
11;g11;2.085473608;27.95922986;0.0;19.57;19.57;2;2;25;0;470.215;0;None;
12;g12;5.215617802;26.44213768;6.734619455;18.51;18.51;4;4;25;0;384.605;0;None;
13;g13;0.381777533;7.330648603;0.0;5.13;5.13;4;4;40;0;17.895;0;None;
14;g14;2.294398129;15.64977308;161.8820814;10.95;10.95;2;2;47;0;143.686;0;None;
15;g15;0.782782196;15.86990487;70.53414619;11.11;11.11;2;2;47;0;286.977;0;None;
16;g16;3.434387082;22.70728124;58.18632576;15.9;15.9;1;1;48;0;273.025;0;None;
17;g17;2.697955066;23.6939398;64.28067878;16.59;16.59;1;1;48;0;369.176;0;None;
18;g18;2.051106404;12.97601474;101.2037352;9.08;9.08;2;2;57;0;200.797;0;None;
19;g19;3.446995289;23.7628223;146.7533126;16.63;16.63;1;1;64;0;395.196;0;None;
20;g20;4.501301317;20.37700165;0.0;14.26;14.26;4;4;64;0;263.434;0;None;
21;g21;2.032082776;27.35674045;28.65656435;19.15;19.15;1;1;69;0;333.01;0;None;
22;g22;4.488098855;22.71524788;95.39102026;15.9;15.9;1;1;70;0;259.91;0;None;
23;g23;0.588685963;6.144830943;0.0;4.3;4.3;4;4;85;0;12.84;0;None;
24;g24;0.988889903;9.2;0.0;6.44;6.44;2;2;86;0;11.407;0;None;
25;g25;0.0;44.35714286;41.27;31.05;31.05;4;4;102;0;0.0;0;None;
26;g26;0.537655184;11.72534203;22.27386869;8.21;8.21;1;1;122;0;106.662;0;None;
27;g27;0.715077092;8.3508969;0.0;5.85;5.85;2;2;124;0;20.032;0;None;
28;g28;1.658656785;25.78642239;0.0;18.05;18.05;4;4;125;0;416.908;0;None;
29;g29;1.170000144;11.99230798;60.38110914999999;8.39;8.39;2;2;125;0;157.996;0;None;
30;g30;0.157812556;16.78150524;5.61482249;11.75;11.75;4;4;132;0;356.223;0;None;
31;g31;0.0;3.809979901;0.0;2.67;2.67;2;2;132;0;0.0;0;None;
32;g32;1.637099552;13.85996267;85.19438664;9.7;9.7;1;1;132;0;232.823;0;None;
33;g33;0.697282446;13.9969102;65.91690643;9.8;9.8;4;4;132;0;186.347;0;None;
34;g34;3.636154395;17.83507494;56.85381346;12.48;12.48;2;2;137;0;285.408;0;None;
35;g35;4.808841158;17.99804812;35.05646256;12.6;12.6;1;1;137;0;310.713;0;None;
36;g36;0.256855043;5.017241945;0.0;3.51;3.51;2;2;155;0;5.313;0;None;
37;g37;3.10730421;17.83481442;121.4455873;12.48;12.48;2;2;158;0;306.503;0;None;
38;g38;0.357803197;17.62460512;35.82360836;12.34;12.34;1;1;158;0;337.544;0;None;
39;g39;2.435684873;25.0389258;6.443720241;17.53;17.53;1;1;176;0;374.39;0;None;
40;g40;0.338815643;10.57946188;15.98531463;7.41;7.41;1;1;187;0;13.902;0;None;
41;g41;0.503245363;10.61787182;3.00281446;7.43;7.43;4;4;187;0;24.15;0;None;
42;g42;5.956734402;29.52665809;128.3314773;20.67;20.67;2;2;190;0;453.131;0;None;
43;g43;2.964848483;23.26065597;121.899846;16.28;16.28;4;4;192;0;379.873;0;None;
44;g44;2.131977617;14.83956093;127.5733657;10.39;10.39;4;4;194;0;270.8;0;None;
45;g45;1.556328406;14.86536706;62.50265552;10.41;10.41;1;1;194;0;302.112;0;None;
46;g46;2.052230458;11.90567844;98.51183231;8.33;8.33;4;4;217;0;89.375;0;None;
47;g47;0.066603344;5.696123053;0.0;3.99;3.99;1;1;224;0;1.575;0;None;
48;g48;0.195961763;6.510815089;0.0;4.56;4.56;4;4;227;0;8.91;0;None;
49;g49;4.449777306;29.99185509;80.97515491;20.99;20.99;2;2;236;0;458.69;0;None;
50;g50;1.041198806;23.97823101;0.0;16.78;16.78;2;2;236;0;381.23;0;None;
51;g51;0.533371516;7.020479015;0.0;4.91;4.91;1;1;238;0;12.058;0;None;
52;g52;2.56328775;31.44765952;0.0;22.01;22.01;4;4;238;0;453.26;0;None;
53;g53;0.0;0.0;0.0;0.03;0.03;2;2;246;0;0.0;0;None;
54;g54;3.608918528;27.28876393;0.0;19.1;19.1;2;2;246;0;417.516;0;None;
55;g55;8.432460843;25.74842636;0.0;18.02;18.02;2;2;246;0;210.914;0;None;
56;g56;7.814605947;25.08139475;0.0;17.56;17.56;4;4;246;0;355.157;0;None;
57;g57;2.321676091;25.80264578;4.39858549;18.06;18.06;2;2;256;0;352.175;0;None;
58;g58;3.535160521;25.94406824;0.0;18.16;18.16;4;4;256;0;356.357;0;None;
59;g59;4.613394744;25.61372899;95.41989632;17.93;17.93;2;2;258;0;354.313;0;None;
60;g60;0.317188298;7.703262147;0.0;5.39;5.39;1;1;261;0;18.842;0;None;
61;g61;2.166700305;12.5874808;121.86365869999999;8.81;8.81;2;2;269;0;194.543;0;None;
62;g62;2.549238971;11.34268231;95.64596145;7.94;7.94;2;2;282;0;80.56;0;None;
63;g63;0.728468329;24.97980028;10.67519016;17.49;17.49;2;2;295;0;412.74;0;None;
64;g64;2.366348413;11.98147353;91.53320444;8.39;8.39;4;4;296;0;117.69;0;None;
65;g65;2.351056348;14.89874977;127.7257572;10.43;10.43;4;4;305;0;208.401;0;None;
66;g66;8.8462709;25.30960555;102.9765746;17.72;17.72;4;4;312;0;225.449;0;None;
67;g67;0.0;48.12025273;0.0;33.68;33.68;1;1;312;0;0.0;0;None;
70;g70;0.212362707;10.38600289;27.77786472;7.27;7.27;4;4;319;0;9.747;0;None;
71;g71;0.034038341;10.89846201;19.62592342;7.63;7.63;4;4;325;0;15.963;0;None;
72;g72;2.171123518;24.621404;42.34915229;17.23;17.23;2;2;332;0;399.679;0;None;
73;g73;4.316161636;24.88531488;14.85796185;17.42;17.42;2;2;333;0;360.662;0;None;
74;g74;1.949526886;12.663577;146.0671411;8.86;8.86;4;4;336;0;142.43;0;None;
75;g75;3.811254521;20.85454837;25.97755066;14.6;14.6;2;2;338;0;336.478;0;None;
76;g76;0.0;1.388815631;0.0;0.97;0.97;1;1;338;0;0.0;0;None;
