<BEGIN>;
<Hydro plants>;
ID;Name;Minimum reservoir volume (hm3);Maximum reservoir volume (hm3);Name of downriver reservoir;Water travelling time (h);Run-of-river plant? TRUE or FALSE;Minimum forebay level (m);Maximum forebay level (m);Maximum spillage (m3/s);Basin;Influence of spillage on the HPF? Yes or No;Maximum spillage - HPF;Downriver plant of bypass discharge;Maximum bypass discharge (m3/s);Water travel time in the bypass process (h);Downriver reservoir of pump units;Upriver reservoir of pump units;Water travel time in pumping (h);Comments
</Hydro plants>;
<Thermal plants>;
ID;Name;Minimum power output (MW);Maximum power output (MW);Unitary linear cost ($/MW);Ramp-up limit (MW/h);Ramp-down limit (MW/h);Minimum up-time (h);Minimum down-time (h);Bus id;Constant cost ($);Start-up cost ($);Shut-down cost ($);Reserve eligibility;Comments
1;g1;31.69100669;93.33226837;27.66522033;65.33;65.33;1;1;1;0;0.0;0;None;
2;g2;163.4313401;500.0;46.06352183;350.0;350.0;1;1;12;0;0.0;0;None;
3;g3;25.35;92.09621253;27.6613894;64.47;64.47;1;1;18;0;0.0;0;None;
4;g4;26.25511463;93.1623324;28.23813242;65.21;65.21;4;4;29;0;0.0;0;None;
5;g5;22.24442275;97.11863394;22.8040837;67.98;67.98;1;1;33;0;0.0;0;None;
6;g6;180.5942605;500.0;53.89303377;350.0;350.0;2;2;39;0;0.0;0;None;
7;g7;11.97952388;94.19014274;18.70156775;65.93;65.93;4;4;42;0;0.0;0;None;
8;g8;104.6641555;397.4923647;44.6038619;278.24;278.24;1;1;45;0;0.0;0;None;
9;g9;116.9305039;393.2326035;59.19236163;275.26;275.26;2;2;51;0;0.0;0;None;
10;g10;24.72;95.18610966;27.769119330000002;66.63;66.63;2;2;54;0;0.0;0;None;
11;g11;400.0;1299.958953;119.51741939999998;909.97;909.97;2;2;62;0;0.0;0;None;
12;g12;400.0154946;1299.920666;123.07170219999999;909.94;909.94;4;4;63;0;0.0;0;None;
13;g13;112.3740512;392.8467385;51.50879323;274.99;274.99;4;4;66;0;0.0;0;None;
14;g14;35.81;197.9684332;14.6340576;138.58;138.58;2;2;68;0;0.0;0;None;
15;g15;35.81;199.7001813;17.38438018;139.79;139.79;2;2;69;0;0.0;0;None;
16;g16;19.77834558;96.33042221;23.46620955;67.43;67.43;1;1;77;0;0.0;0;None;
17;g17;36.32;197.4697065;16.42383659;138.23;138.23;1;1;78;0;0.0;0;None;
18;g18;16.55582714;94.74736869;20.19845523;66.32;66.32;2;2;79;0;0.0;0;None;
19;g19;129.2245214;395.8928165;64.82911173;277.12;277.12;1;1;86;0;0.0;0;None;
20;g20;14.04722317;92.24777289;14.514538510000001;64.57;64.57;4;4;94;0;0.0;0;None;
21;g21;41.45931496;90.80076492;43.59977857;63.56;63.56;1;1;96;0;0.0;0;None;
22;g22;39.32609801;91.42842445;42.53013783;64.0;64.0;1;1;97;0;0.0;0;None;
23;g23;38.75884061;89.64165943;44.73886773;62.75;62.75;4;4;98;0;0.0;0;None;
24;g24;17.45851812;94.10074777;21.35876162;65.87;65.87;2;2;99;0;0.0;0;None;
25;g25;18.42851099;96.49888739;24.13080511;67.55;67.55;4;4;100;0;0.0;0;None;
26;g26;44.21443152;90.81033481;42.90776447;63.57;63.57;1;1;101;0;0.0;0;None;
